08:00:15|L1|P1|P2|A6|08:00:15
08:00:30|L1R|P3|P2|A5|08:00:30
08:10:00|L1|P2|P3|A6|08:10:00
08:10:00|L1R|P2|P1|A5|08:10:00
09:00:54|L2|P4|P2|A8|09:00:54
09:00:54|L2R|P5|P2|A3|09:00:54
09:05:00|L2|P2|P5|A8|09:05:00
09:05:42|L2R|P2|P4|A3|09:05:42
09:31:21|L2|P4|P2|A4|09:31:21
09:31:44|L2R|P5|P2|A7|09:31:44
09:35:00|L2|P2|P5|A4|09:35:00
09:35:05|L2R|P2|P4|A7|09:35:05
10:01:40|L1R|P3|P2|A1|10:01:40
10:10:00|L1R|P2|P1|A1|10:10:00
